ID_MOEDA;DATA_REF;VL_COTACAO
USD;01/01/2010 00:00:00;2,737189293
USD;04/01/2010 00:00:00;7,81613189
USD;05/01/2010 00:00:00;7,0659374
USD;06/01/2010 00:00:00;2,169120967
USD;07/01/2010 00:00:00;6,364269972
USD;08/01/2010 00:00:00;2,077223837
USD;11/01/2010 00:00:00;3,605659604
USD;12/01/2010 00:00:00;6,330960214
USD;13/01/2010 00:00:00;7,285734653
USD;14/01/2010 00:00:00;2,841882527
USD;15/01/2010 00:00:00;6,474525332
USD;18/01/2010 00:00:00;4,985837638
USD;19/01/2010 00:00:00;5,286678553
USD;20/01/2010 00:00:00;7,692322314
USD;21/01/2010 00:00:00;4,113391519
USD;22/01/2010 00:00:00;5,248682439
USD;25/01/2010 00:00:00;5,709814072
USD;26/01/2010 00:00:00;4,537905991
USD;27/01/2010 00:00:00;6,981669784
USD;28/01/2010 00:00:00;4,178759754
USD;29/01/2010 00:00:00;2,0648458
USD;01/02/2010 00:00:00;2,787019789
USD;02/02/2010 00:00:00;3,041701436
USD;03/02/2010 00:00:00;3,326545656
USD;04/02/2010 00:00:00;2,387845516
USD;05/02/2010 00:00:00;3,268948376
USD;08/02/2010 00:00:00;5,993132472
USD;09/02/2010 00:00:00;4,030602157
USD;10/02/2010 00:00:00;1,350627184
USD;11/02/2010 00:00:00;4,905749857
USD;12/02/2010 00:00:00;7,257288575
USD;15/02/2010 00:00:00;4,464452207
USD;16/02/2010 00:00:00;3,120121956
USD;17/02/2010 00:00:00;6,134130776
USD;18/02/2010 00:00:00;6,711550117
USD;19/02/2010 00:00:00;5,433454692
USD;22/02/2010 00:00:00;3,967753172
USD;23/02/2010 00:00:00;1,077321112
USD;24/02/2010 00:00:00;3,173727155
USD;25/02/2010 00:00:00;3,921679437
USD;26/02/2010 00:00:00;4,628811359
USD;01/03/2010 00:00:00;5,466949284
USD;02/03/2010 00:00:00;7,636434436
USD;03/03/2010 00:00:00;2,388782203
USD;04/03/2010 00:00:00;3,411829233
USD;05/03/2010 00:00:00;7,314917147
USD;08/03/2010 00:00:00;2,251466393
USD;09/03/2010 00:00:00;5,81687969
USD;10/03/2010 00:00:00;5,057956696
USD;11/03/2010 00:00:00;3,335274994
USD;12/03/2010 00:00:00;6,064172149
USD;15/03/2010 00:00:00;6,507424533
USD;16/03/2010 00:00:00;3,350335836
USD;17/03/2010 00:00:00;2,116096556
USD;18/03/2010 00:00:00;2,49783051
USD;19/03/2010 00:00:00;5,628080308
USD;22/03/2010 00:00:00;7,473475933
USD;23/03/2010 00:00:00;1,041354001
USD;24/03/2010 00:00:00;1,588024974
USD;25/03/2010 00:00:00;1,509596527
USD;26/03/2010 00:00:00;7,12262845
USD;29/03/2010 00:00:00;6,962792933
USD;30/03/2010 00:00:00;5,967018723
USD;31/03/2010 00:00:00;7,692683637
USD;01/04/2010 00:00:00;2,363162041
USD;02/04/2010 00:00:00;2,621807396
USD;05/04/2010 00:00:00;6,59812963
USD;06/04/2010 00:00:00;2,724888027
USD;07/04/2010 00:00:00;7,239937544
USD;08/04/2010 00:00:00;5,821314871
USD;09/04/2010 00:00:00;1,260105252
USD;12/04/2010 00:00:00;7,70746702
USD;13/04/2010 00:00:00;6,136682987
USD;14/04/2010 00:00:00;4,347631276
USD;15/04/2010 00:00:00;7,781497836
USD;16/04/2010 00:00:00;4,592263877
USD;19/04/2010 00:00:00;2,885368586
USD;20/04/2010 00:00:00;4,642345965
USD;21/04/2010 00:00:00;2,025039315
USD;22/04/2010 00:00:00;3,228582799
USD;23/04/2010 00:00:00;1,625581741
USD;26/04/2010 00:00:00;5,224196732
USD;27/04/2010 00:00:00;4,622016311
USD;28/04/2010 00:00:00;5,160063922
USD;29/04/2010 00:00:00;3,413902044
USD;30/04/2010 00:00:00;6,860944808
USD;03/05/2010 00:00:00;1,456645131
USD;04/05/2010 00:00:00;4,171558321
USD;05/05/2010 00:00:00;4,583276272
USD;06/05/2010 00:00:00;3,491249859
USD;07/05/2010 00:00:00;5,900446773
USD;10/05/2010 00:00:00;2,586003006
USD;11/05/2010 00:00:00;3,852393389
USD;12/05/2010 00:00:00;2,896544993
USD;13/05/2010 00:00:00;3,796621919
USD;14/05/2010 00:00:00;1,311295927
USD;17/05/2010 00:00:00;4,185059547
USD;18/05/2010 00:00:00;7,122911751
USD;19/05/2010 00:00:00;5,194425941
USD;20/05/2010 00:00:00;5,63717097
USD;21/05/2010 00:00:00;2,399573088
USD;24/05/2010 00:00:00;1,652955115
USD;25/05/2010 00:00:00;6,833543897
USD;26/05/2010 00:00:00;4,782072961
USD;27/05/2010 00:00:00;1,528099537
USD;28/05/2010 00:00:00;2,327678502
USD;31/05/2010 00:00:00;5,378465533
USD;01/06/2010 00:00:00;2,190032661
USD;02/06/2010 00:00:00;3,92604661
USD;03/06/2010 00:00:00;6,018358767
USD;04/06/2010 00:00:00;5,402860284
USD;07/06/2010 00:00:00;5,577541769
USD;08/06/2010 00:00:00;6,131439209
USD;09/06/2010 00:00:00;6,048421204
USD;10/06/2010 00:00:00;1,12395227
USD;11/06/2010 00:00:00;4,730427921
USD;14/06/2010 00:00:00;2,474294424
USD;15/06/2010 00:00:00;2,365314543
USD;16/06/2010 00:00:00;1,886895299
USD;17/06/2010 00:00:00;7,050729692
USD;18/06/2010 00:00:00;4,435996532
USD;21/06/2010 00:00:00;6,462385952
USD;22/06/2010 00:00:00;3,399147868
USD;23/06/2010 00:00:00;4,853571594
USD;24/06/2010 00:00:00;5,758671999
USD;25/06/2010 00:00:00;6,050756037
USD;28/06/2010 00:00:00;2,714848161
USD;29/06/2010 00:00:00;7,414039075
USD;30/06/2010 00:00:00;5,304564476
USD;01/07/2010 00:00:00;1,481193841
USD;02/07/2010 00:00:00;7,969189048
USD;05/07/2010 00:00:00;4,764053524
USD;06/07/2010 00:00:00;3,665409803
USD;07/07/2010 00:00:00;1,915991843
USD;08/07/2010 00:00:00;7,862793088
USD;09/07/2010 00:00:00;3,239247262
USD;12/07/2010 00:00:00;1,521811008
USD;13/07/2010 00:00:00;2,250840962
USD;14/07/2010 00:00:00;5,896087527
USD;15/07/2010 00:00:00;6,775838554
USD;16/07/2010 00:00:00;6,752613306
USD;19/07/2010 00:00:00;3,786705554
USD;20/07/2010 00:00:00;7,353679299
USD;21/07/2010 00:00:00;6,957506597
USD;22/07/2010 00:00:00;1,294279099
USD;23/07/2010 00:00:00;1,651698411
USD;26/07/2010 00:00:00;1,038730025
USD;27/07/2010 00:00:00;2,812266529
USD;28/07/2010 00:00:00;7,750262976
USD;29/07/2010 00:00:00;1,972955763
USD;30/07/2010 00:00:00;5,757331014
USD;02/08/2010 00:00:00;1,359344423
USD;03/08/2010 00:00:00;3,750386715
USD;04/08/2010 00:00:00;5,79851228
USD;05/08/2010 00:00:00;6,552878261
USD;06/08/2010 00:00:00;5,906052291
USD;09/08/2010 00:00:00;6,060214281
USD;10/08/2010 00:00:00;1,769176066
USD;11/08/2010 00:00:00;4,69044745
USD;12/08/2010 00:00:00;6,094663084
USD;13/08/2010 00:00:00;2,440426826
USD;16/08/2010 00:00:00;2,540403664
USD;17/08/2010 00:00:00;6,391168952
USD;18/08/2010 00:00:00;4,699285686
USD;19/08/2010 00:00:00;4,256197691
USD;20/08/2010 00:00:00;5,954175055
USD;23/08/2010 00:00:00;6,316602826
USD;24/08/2010 00:00:00;4,172739923
USD;25/08/2010 00:00:00;2,836567402
USD;26/08/2010 00:00:00;6,960868657
USD;27/08/2010 00:00:00;7,803113818
USD;30/08/2010 00:00:00;1,943431556
USD;31/08/2010 00:00:00;4,583818674
USD;01/09/2010 00:00:00;4,291136324
USD;02/09/2010 00:00:00;2,846246362
USD;03/09/2010 00:00:00;1,462227285
USD;06/09/2010 00:00:00;4,83285141
